Title,GitHubCoverURL
Fatal Attraction,https://mrchristianq.github.io/chris-delicious-library/covers/tv/fatal-attraction.jpg
Roar,https://mrchristianq.github.io/chris-delicious-library/covers/tv/roar.jpg
Poker Face,https://mrchristianq.github.io/chris-delicious-library/covers/tv/poker-face.jpg
The Staircase,https://mrchristianq.github.io/chris-delicious-library/covers/tv/the-staircase.jpg
Invasion,https://mrchristianq.github.io/chris-delicious-library/covers/tv/invasion.jpg
The Watcher,https://mrchristianq.github.io/chris-delicious-library/covers/tv/the-watcher.jpg
Berlin,https://mrchristianq.github.io/chris-delicious-library/covers/tv/berlin.jpg
Reboot,https://mrchristianq.github.io/chris-delicious-library/covers/tv/reboot.jpg
Goosebumps,https://mrchristianq.github.io/chris-delicious-library/covers/tv/goosebumps.jpg
Quantum Leap,https://mrchristianq.github.io/chris-delicious-library/covers/tv/quantum-leap.jpg
The Recruit,https://mrchristianq.github.io/chris-delicious-library/covers/tv/the-recruit.jpg
Agatha Christie's Seven Dials,https://mrchristianq.github.io/chris-delicious-library/covers/tv/agatha-christies-seven-dials.jpg
Monk,https://mrchristianq.github.io/chris-delicious-library/covers/tv/monk.jpg
Star Trek: The Next Generation,https://mrchristianq.github.io/chris-delicious-library/covers/tv/star-trek-the-next-generation.jpg
The Burbs,https://mrchristianq.github.io/chris-delicious-library/covers/tv/the-burbs.jpg
